Grid Size,Max Colors,Actual colors,Total User Moves count,Total deterministic score,Total Avalanche count,Total non-deterministic score,Total score,Selected Move,Move Score,Avalanche per selected move,Total Moves Available per Game Setting,Experiment Repeat
"(7, 7)",5,5,1927,6262,1314,5094,11356,"[(1, 2), (2, 2)]",7,1,50,100
"(7, 7)",5,5,1928,6265,1315,5097,11362,"[(4, 5), (5, 5)]",6,1,50,100
"(7, 7)",5,5,1929,6268,1315,5097,11365,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,1930,6271,1315,5097,11368,"[(1, 2), (1, 3)]",3,0,50,100
"(7, 7)",5,5,1931,6274,1315,5097,11371,"[(4, 0), (5, 0)]",3,0,50,100
"(7, 7)",5,5,1932,6277,1315,5097,11374,"[(3, 2), (4, 2)]",3,0,50,100
"(7, 7)",5,5,1933,6280,1315,5097,11377,"[(3, 5), (3, 6)]",3,0,50,100
"(7, 7)",5,5,1934,6284,1315,5097,11381,"[(0, 3), (1, 3)]",4,0,50,100
"(7, 7)",5,5,1935,6287,1315,5097,11384,"[(0, 3), (0, 4)]",3,0,50,100
"(7, 7)",5,5,1936,6290,1317,5103,11393,"[(5, 4), (6, 4)]",9,2,50,100
"(7, 7)",5,5,1937,6293,1319,5112,11405,"[(1, 4), (2, 4)]",12,2,50,100
"(7, 7)",5,5,1938,6296,1319,5112,11408,"[(3, 1), (3, 2)]",3,0,50,100
"(7, 7)",5,5,1939,6299,1319,5112,11411,"[(2, 2), (3, 2)]",3,0,50,100
"(7, 7)",5,5,1940,6302,1319,5112,11414,"[(4, 3), (4, 4)]",3,0,50,100
"(7, 7)",5,5,1941,6305,1321,5121,11426,"[(4, 4), (5, 4)]",12,2,50,100
"(7, 7)",5,5,1942,6308,1321,5121,11429,"[(1, 1), (2, 1)]",3,0,50,100
"(7, 7)",5,5,1943,6311,1322,5128,11439,"[(4, 4), (5, 4)]",10,1,50,100
"(7, 7)",5,5,1944,6314,1323,5131,11445,"[(4, 1), (4, 2)]",6,1,50,100
"(7, 7)",5,5,1945,6317,1323,5131,11448,"[(1, 0), (1, 1)]",3,0,50,100
"(7, 7)",5,5,1946,6320,1323,5131,11451,"[(5, 1), (5, 2)]",3,0,50,100
"(7, 7)",5,5,1947,6324,1324,5134,11458,"[(5, 1), (5, 2)]",7,1,50,100
"(7, 7)",5,5,1948,6328,1327,5146,11474,"[(4, 5), (5, 5)]",16,3,50,100
"(7, 7)",5,5,1949,6334,1329,5152,11486,"[(1, 2), (2, 2)]",12,2,50,100
"(7, 7)",5,5,1950,6337,1333,5166,11503,"[(2, 2), (3, 2)]",17,4,50,100
"(7, 7)",5,5,1951,6340,1335,5173,11513,"[(5, 0), (6, 0)]",10,2,50,100
"(7, 7)",5,5,1952,6343,1336,5176,11519,"[(5, 0), (6, 0)]",6,1,50,100
"(7, 7)",5,5,1953,6346,1337,5179,11525,"[(3, 4), (4, 4)]",6,1,50,100
"(7, 7)",5,5,1954,6349,1337,5179,11528,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,1955,6352,1337,5179,11531,"[(2, 4), (3, 4)]",3,0,50,100
"(7, 7)",5,5,1956,6355,1337,5179,11534,"[(0, 1), (1, 1)]",3,0,50,100
"(7, 7)",5,5,1957,6358,1338,5182,11540,"[(1, 4), (2, 4)]",6,1,50,100
"(7, 7)",5,5,1958,6364,1338,5182,11546,"[(0, 5), (1, 5)]",6,0,50,100
"(7, 7)",5,5,1959,6367,1338,5182,11549,"[(1, 2), (1, 3)]",3,0,50,100
"(7, 7)",5,5,1960,6370,1338,5182,11552,"[(1, 4), (1, 5)]",3,0,50,100
"(7, 7)",5,5,1961,6373,1338,5182,11555,"[(4, 5), (4, 6)]",3,0,50,100
"(7, 7)",5,5,1962,6376,1338,5182,11558,"[(3, 5), (4, 5)]",3,0,50,100
"(7, 7)",5,5,1963,6379,1338,5182,11561,"[(5, 3), (5, 4)]",3,0,50,100
"(7, 7)",5,5,1964,6382,1339,5185,11567,"[(0, 1), (1, 1)]",6,1,50,100
"(7, 7)",5,5,1965,6385,1341,5191,11576,"[(3, 3), (3, 4)]",9,2,50,100
"(7, 7)",5,5,1966,6388,1341,5191,11579,"[(4, 6), (5, 6)]",3,0,50,100
"(7, 7)",5,5,1967,6391,1342,5194,11585,"[(5, 0), (5, 1)]",6,1,50,100
"(7, 7)",5,5,1968,6394,1345,5204,11598,"[(1, 1), (2, 1)]",13,3,50,100
"(7, 7)",5,5,1969,6397,1345,5204,11601,"[(2, 3), (2, 4)]",3,0,50,100
"(7, 7)",5,5,1970,6400,1346,5207,11607,"[(5, 2), (6, 2)]",6,1,50,100
"(7, 7)",5,5,1971,6403,1348,5213,11616,"[(4, 4), (4, 5)]",9,2,50,100
"(7, 7)",5,5,1972,6406,1348,5213,11619,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,1973,6409,1349,5216,11625,"[(3, 4), (3, 5)]",6,1,50,100
"(7, 7)",5,5,1974,6412,1349,5216,11628,"[(4, 2), (5, 2)]",3,0,50,100
"(7, 7)",5,5,1975,6415,1352,5229,11644,"[(5, 1), (6, 1)]",16,3,50,100
"(7, 7)",5,5,1976,6418,1352,5229,11647,"[(2, 5), (2, 6)]",3,0,50,100
"(7, 7)",5,5,1977,6421,1352,5229,11650,"[(6, 1), (6, 2)]",3,0,50,100
"(7, 7)",5,5,1978,6424,1354,5235,11659,"[(5, 3), (5, 4)]",9,2,50,100
"(7, 7)",5,5,1979,6427,1357,5248,11675,"[(6, 5), (6, 6)]",16,3,50,100
"(7, 7)",5,5,1980,6430,1358,5251,11681,"[(3, 3), (4, 3)]",6,1,50,100
"(7, 7)",5,5,1981,6433,1358,5251,11684,"[(4, 1), (5, 1)]",3,0,50,100
"(7, 7)",5,5,1982,6436,1358,5251,11687,"[(3, 5), (4, 5)]",3,0,50,100
"(7, 7)",5,5,1983,6442,1359,5254,11696,"[(1, 4), (1, 5)]",9,1,50,100
"(7, 7)",5,5,1984,6445,1359,5254,11699,"[(2, 0), (2, 1)]",3,0,50,100
"(7, 7)",5,5,1985,6448,1359,5254,11702,"[(5, 4), (5, 5)]",3,0,50,100
"(7, 7)",5,5,1986,6451,1359,5254,11705,"[(4, 5), (5, 5)]",3,0,50,100
"(7, 7)",5,5,1987,6454,1360,5257,11711,"[(1, 3), (1, 4)]",6,1,50,100
"(7, 7)",5,5,1988,6457,1360,5257,11714,"[(4, 2), (5, 2)]",3,0,50,100
"(7, 7)",5,5,1989,6460,1360,5257,11717,"[(0, 1), (1, 1)]",3,0,50,100
"(7, 7)",5,5,1990,6463,1361,5260,11723,"[(0, 1), (1, 1)]",6,1,50,100
"(7, 7)",5,5,1991,6466,1361,5260,11726,"[(1, 5), (1, 6)]",3,0,50,100
"(7, 7)",5,5,1992,6469,1361,5260,11729,"[(5, 3), (6, 3)]",3,0,50,100
"(7, 7)",5,5,1993,6473,1362,5263,11736,"[(3, 3), (3, 4)]",7,1,50,100
"(7, 7)",5,5,1994,6476,1364,5269,11745,"[(1, 5), (2, 5)]",9,2,50,100
"(7, 7)",5,5,1995,6479,1364,5269,11748,"[(1, 5), (2, 5)]",3,0,50,100
"(7, 7)",5,5,1996,6482,1364,5269,11751,"[(2, 4), (3, 4)]",3,0,50,100
"(7, 7)",5,5,1997,6485,1369,5291,11776,"[(3, 2), (4, 2)]",25,5,50,100
"(7, 7)",5,5,1998,6488,1369,5291,11779,"[(2, 6), (3, 6)]",3,0,50,100
"(7, 7)",5,5,1999,6491,1369,5291,11782,"[(5, 3), (6, 3)]",3,0,50,100
"(7, 7)",5,5,2000,6494,1369,5291,11785,"[(3, 3), (4, 3)]",3,0,50,100
"(7, 7)",5,5,2001,6497,1371,5297,11794,"[(4, 2), (5, 2)]",9,2,50,100
"(7, 7)",5,5,2002,6500,1371,5297,11797,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,2003,6503,1372,5300,11803,"[(1, 1), (1, 2)]",6,1,50,100
"(7, 7)",5,5,2004,6506,1372,5300,11806,"[(3, 5), (4, 5)]",3,0,50,100
"(7, 7)",5,5,2005,6509,1373,5303,11812,"[(1, 4), (1, 5)]",6,1,50,100
"(7, 7)",5,5,2006,6512,1373,5303,11815,"[(1, 1), (1, 2)]",3,0,50,100
"(7, 7)",5,5,2007,6515,1374,5306,11821,"[(3, 5), (3, 6)]",6,1,50,100
"(7, 7)",5,5,2008,6518,1374,5306,11824,"[(2, 1), (2, 2)]",3,0,50,100
"(7, 7)",5,5,2009,6521,1374,5306,11827,"[(3, 1), (4, 1)]",3,0,50,100
"(7, 7)",5,5,2010,6524,1374,5306,11830,"[(0, 4), (0, 5)]",3,0,50,100
"(7, 7)",5,5,2011,6527,1377,5316,11843,"[(1, 5), (2, 5)]",13,3,50,100
"(7, 7)",5,5,2012,6530,1377,5316,11846,"[(3, 0), (3, 1)]",3,0,50,100
"(7, 7)",5,5,2013,6533,1378,5319,11852,"[(4, 2), (5, 2)]",6,1,50,100
"(7, 7)",5,5,2014,6536,1378,5319,11855,"[(0, 2), (0, 3)]",3,0,50,100
"(7, 7)",5,5,2015,6542,1378,5319,11861,"[(0, 2), (1, 2)]",6,0,50,100
"(7, 7)",5,5,2016,6545,1378,5319,11864,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,2017,6548,1378,5319,11867,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,2018,6551,1379,5322,11873,"[(5, 1), (6, 1)]",6,1,50,100
"(7, 7)",5,5,2019,6554,1383,5347,11901,"[(6, 1), (6, 2)]",28,4,50,100
"(7, 7)",5,5,2020,6557,1383,5347,11904,"[(4, 4), (5, 4)]",3,0,50,100
"(7, 7)",5,5,2021,6560,1383,5347,11907,"[(4, 2), (4, 3)]",3,0,50,100
"(7, 7)",5,5,2022,6563,1385,5353,11916,"[(5, 5), (5, 6)]",9,2,50,100
"(7, 7)",5,5,2023,6566,1385,5353,11919,"[(4, 2), (5, 2)]",3,0,50,100
"(7, 7)",5,5,2024,6569,1385,5353,11922,"[(1, 4), (2, 4)]",3,0,50,100
"(7, 7)",5,5,2025,6572,1385,5353,11925,"[(3, 2), (3, 3)]",3,0,50,100
"(7, 7)",5,5,2026,6575,1385,5353,11928,"[(0, 1), (0, 2)]",3,0,50,100
"(7, 7)",5,5,2027,6578,1388,5362,11940,"[(4, 2), (4, 3)]",12,3,50,100
"(7, 7)",5,5,2028,6581,1389,5366,11947,"[(2, 5), (2, 6)]",7,1,50,100
"(7, 7)",5,5,2029,6584,1390,5369,11953,"[(2, 1), (2, 2)]",6,1,50,100
"(7, 7)",5,5,2030,6587,1391,5372,11959,"[(1, 2), (1, 3)]",6,1,50,100
"(7, 7)",5,5,2031,6590,1393,5378,11968,"[(3, 2), (4, 2)]",9,2,50,100
"(7, 7)",5,5,2032,6593,1393,5378,11971,"[(3, 2), (4, 2)]",3,0,50,100
"(7, 7)",5,5,2033,6596,1393,5378,11974,"[(3, 1), (4, 1)]",3,0,50,100
"(7, 7)",5,5,2034,6599,1393,5378,11977,"[(0, 4), (0, 5)]",3,0,50,100
"(7, 7)",5,5,2035,6602,1393,5378,11980,"[(1, 3), (1, 4)]",3,0,50,100
"(7, 7)",5,5,2036,6605,1393,5378,11983,"[(1, 3), (1, 4)]",3,0,50,100
"(7, 7)",5,5,2037,6608,1393,5378,11986,"[(3, 0), (3, 1)]",3,0,50,100
"(7, 7)",5,5,2038,6611,1393,5378,11989,"[(1, 4), (1, 5)]",3,0,50,100
"(7, 7)",5,5,2039,6614,1393,5378,11992,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,2040,6618,1393,5378,11996,"[(1, 4), (2, 4)]",4,0,50,100
"(7, 7)",5,5,2041,6621,1396,5387,12008,"[(3, 2), (4, 2)]",12,3,50,100
"(7, 7)",5,5,2042,6624,1396,5387,12011,"[(4, 1), (5, 1)]",3,0,50,100
"(7, 7)",5,5,2043,6627,1396,5387,12014,"[(2, 5), (3, 5)]",3,0,50,100
"(7, 7)",5,5,2044,6630,1396,5387,12017,"[(1, 1), (1, 2)]",3,0,50,100
"(7, 7)",5,5,2045,6633,1396,5387,12020,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,2046,6639,1397,5390,12029,"[(5, 2), (6, 2)]",9,1,50,100
"(7, 7)",5,5,2047,6645,1399,5397,12042,"[(2, 5), (2, 6)]",13,2,50,100
"(7, 7)",5,5,2048,6648,1399,5397,12045,"[(5, 3), (6, 3)]",3,0,50,100
"(7, 7)",5,5,2049,6653,1399,5397,12050,"[(1, 0), (2, 0)]",5,0,50,100
"(7, 7)",5,5,2050,6656,1399,5397,12053,"[(2, 5), (2, 6)]",3,0,50,100
"(7, 7)",5,5,2051,6659,1399,5397,12056,"[(0, 1), (1, 1)]",3,0,50,100
"(7, 7)",5,5,2052,6662,1399,5397,12059,"[(4, 6), (5, 6)]",3,0,50,100
"(7, 7)",5,5,2053,6668,1400,5400,12068,"[(4, 3), (5, 3)]",9,1,50,100
"(7, 7)",5,5,2054,6671,1401,5403,12074,"[(3, 2), (3, 3)]",6,1,50,100
"(7, 7)",5,5,2055,6674,1401,5403,12077,"[(6, 1), (6, 2)]",3,0,50,100
"(7, 7)",5,5,2056,6677,1402,5406,12083,"[(0, 3), (0, 4)]",6,1,50,100
"(7, 7)",5,5,2057,6683,1402,5406,12089,"[(1, 3), (1, 4)]",6,0,50,100
"(7, 7)",5,5,2058,6689,1403,5409,12098,"[(4, 3), (5, 3)]",9,1,50,100
"(7, 7)",5,5,2059,6692,1403,5409,12101,"[(3, 3), (4, 3)]",3,0,50,100
"(7, 7)",5,5,2060,6695,1403,5409,12104,"[(1, 3), (2, 3)]",3,0,50,100
"(7, 7)",5,5,2061,6698,1403,5409,12107,"[(0, 3), (0, 4)]",3,0,50,100
"(7, 7)",5,5,2062,6701,1405,5418,12119,"[(3, 0), (4, 0)]",12,2,50,100
"(7, 7)",5,5,2063,6704,1405,5418,12122,"[(5, 2), (5, 3)]",3,0,50,100
"(7, 7)",5,5,2064,6708,1406,5421,12129,"[(5, 2), (5, 3)]",7,1,50,100
"(7, 7)",5,5,2065,6711,1406,5421,12132,"[(5, 3), (6, 3)]",3,0,50,100
"(7, 7)",5,5,2066,6714,1406,5421,12135,"[(2, 5), (3, 5)]",3,0,50,100
"(7, 7)",5,5,2067,6717,1406,5421,12138,"[(3, 1), (3, 2)]",3,0,50,100
"(7, 7)",5,5,2068,6720,1406,5421,12141,"[(3, 0), (4, 0)]",3,0,50,100
"(7, 7)",5,5,2069,6723,1406,5421,12144,"[(3, 4), (4, 4)]",3,0,50,100
"(7, 7)",5,5,2070,6726,1407,5424,12150,"[(1, 1), (1, 2)]",6,1,50,100
"(7, 7)",5,5,2071,6729,1407,5424,12153,"[(3, 5), (4, 5)]",3,0,50,100
"(7, 7)",5,5,2072,6732,1407,5424,12156,"[(5, 4), (6, 4)]",3,0,50,100
"(7, 7)",5,5,2073,6735,1407,5424,12159,"[(1, 5), (2, 5)]",3,0,50,100
"(7, 7)",5,5,2074,6738,1409,5431,12169,"[(0, 3), (0, 4)]",10,2,50,100
"(7, 7)",5,5,2075,6741,1409,5431,12172,"[(0, 3), (1, 3)]",3,0,50,100
"(7, 7)",5,5,2076,6744,1409,5431,12175,"[(4, 0), (4, 1)]",3,0,50,100
"(7, 7)",5,5,2077,6747,1413,5457,12204,"[(3, 5), (3, 6)]",29,4,50,100
"(7, 7)",5,5,2078,6750,1414,5460,12210,"[(3, 2), (4, 2)]",6,1,50,100
"(7, 7)",5,5,2079,6753,1414,5460,12213,"[(3, 3), (4, 3)]",3,0,50,100
"(7, 7)",5,5,2080,6756,1416,5469,12225,"[(5, 4), (6, 4)]",12,2,50,100
"(7, 7)",5,5,2081,6760,1417,5472,12232,"[(5, 2), (6, 2)]",7,1,50,100
"(7, 7)",5,5,2082,6763,1418,5475,12238,"[(4, 0), (4, 1)]",6,1,50,100
"(7, 7)",5,5,2083,6766,1418,5475,12241,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,2084,6769,1418,5475,12244,"[(0, 3), (1, 3)]",3,0,50,100
"(7, 7)",5,5,2085,6772,1418,5475,12247,"[(1, 3), (2, 3)]",3,0,50,100
"(7, 7)",5,5,2086,6777,1418,5475,12252,"[(4, 3), (4, 4)]",5,0,50,100
"(7, 7)",5,5,2087,6780,1418,5475,12255,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,2088,6783,1418,5475,12258,"[(3, 5), (4, 5)]",3,0,50,100
"(7, 7)",5,5,2089,6789,1420,5482,12271,"[(6, 2), (6, 3)]",13,2,50,100
"(7, 7)",5,5,2090,6792,1420,5482,12274,"[(0, 4), (1, 4)]",3,0,50,100
"(7, 7)",5,5,2091,6795,1422,5488,12283,"[(6, 1), (6, 2)]",9,2,50,100
"(7, 7)",5,5,2092,6798,1424,5494,12292,"[(5, 4), (5, 5)]",9,2,50,100
"(7, 7)",5,5,2093,6801,1424,5494,12295,"[(3, 2), (4, 2)]",3,0,50,100
"(7, 7)",5,5,2094,6804,1424,5494,12298,"[(4, 0), (4, 1)]",3,0,50,100
"(7, 7)",5,5,2095,6809,1424,5494,12303,"[(5, 2), (6, 2)]",5,0,50,100
"(7, 7)",5,5,2096,6813,1424,5494,12307,"[(5, 3), (6, 3)]",4,0,50,100
"(7, 7)",5,5,2097,6816,1425,5497,12313,"[(4, 4), (4, 5)]",6,1,50,100
"(7, 7)",5,5,2098,6819,1426,5500,12319,"[(4, 6), (5, 6)]",6,1,50,100
"(7, 7)",5,5,2099,6823,1429,5510,12333,"[(1, 1), (2, 1)]",14,3,50,100
"(7, 7)",5,5,2100,6826,1429,5510,12336,"[(2, 3), (2, 4)]",3,0,50,100
"(7, 7)",5,5,2101,6829,1432,5529,12358,"[(2, 2), (2, 3)]",22,3,50,100
"(7, 7)",5,5,2102,6832,1432,5529,12361,"[(1, 1), (1, 2)]",3,0,50,100
"(7, 7)",5,5,2103,6835,1432,5529,12364,"[(4, 2), (4, 3)]",3,0,50,100
"(7, 7)",5,5,2104,6838,1434,5535,12373,"[(0, 5), (1, 5)]",9,2,50,100
"(7, 7)",5,5,2105,6842,1434,5535,12377,"[(3, 4), (4, 4)]",4,0,50,100
"(7, 7)",5,5,2106,6845,1434,5535,12380,"[(5, 4), (6, 4)]",3,0,50,100
"(7, 7)",5,5,2107,6848,1435,5538,12386,"[(3, 5), (3, 6)]",6,1,50,100
"(7, 7)",5,5,2108,6851,1437,5544,12395,"[(4, 4), (4, 5)]",9,2,50,100
"(7, 7)",5,5,2109,6854,1440,5553,12407,"[(0, 2), (1, 2)]",12,3,50,100
"(7, 7)",5,5,2110,6857,1442,5559,12416,"[(3, 6), (4, 6)]",9,2,50,100
"(7, 7)",5,5,2111,6860,1442,5559,12419,"[(3, 4), (3, 5)]",3,0,50,100
"(7, 7)",5,5,2112,6863,1442,5559,12422,"[(3, 4), (3, 5)]",3,0,50,100
"(7, 7)",5,5,2113,6866,1442,5559,12425,"[(2, 5), (2, 6)]",3,0,50,100
"(7, 7)",5,5,2114,6869,1444,5565,12434,"[(2, 4), (3, 4)]",9,2,50,100
"(7, 7)",5,5,2115,6872,1444,5565,12437,"[(0, 3), (1, 3)]",3,0,50,100
"(7, 7)",5,5,2116,6879,1444,5565,12444,"[(1, 5), (2, 5)]",7,0,50,100
"(7, 7)",5,5,2117,6882,1444,5565,12447,"[(0, 4), (0, 5)]",3,0,50,100
"(7, 7)",5,5,2118,6885,1444,5565,12450,"[(4, 2), (4, 3)]",3,0,50,100
"(7, 7)",5,5,2119,6888,1446,5571,12459,"[(2, 3), (2, 4)]",9,2,50,100
"(7, 7)",5,5,2120,6891,1447,5574,12465,"[(1, 0), (1, 1)]",6,1,50,100
"(7, 7)",5,5,2121,6894,1448,5578,12472,"[(1, 2), (2, 2)]",7,1,50,100
"(7, 7)",5,5,2122,6897,1449,5581,12478,"[(3, 2), (3, 3)]",6,1,50,100
"(7, 7)",5,5,2123,6902,1449,5581,12483,"[(0, 4), (1, 4)]",5,0,50,100
"(7, 7)",5,5,2124,6905,1452,5597,12502,"[(1, 2), (2, 2)]",19,3,50,100
"(7, 7)",5,5,2125,6908,1453,5600,12508,"[(5, 1), (5, 2)]",6,1,50,100
"(7, 7)",5,5,2126,6911,1457,5618,12529,"[(6, 0), (6, 1)]",21,4,50,100
"(7, 7)",5,5,2127,6914,1457,5618,12532,"[(3, 1), (4, 1)]",3,0,50,100
"(7, 7)",5,5,2128,6917,1457,5618,12535,"[(6, 4), (6, 5)]",3,0,50,100
"(7, 7)",5,5,2129,6920,1459,5624,12544,"[(4, 4), (4, 5)]",9,2,50,100
"(7, 7)",5,5,2130,6923,1459,5624,12547,"[(4, 3), (5, 3)]",3,0,50,100
"(7, 7)",5,5,2131,6926,1459,5624,12550,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,2132,6929,1459,5624,12553,"[(0, 4), (1, 4)]",3,0,50,100
"(7, 7)",5,5,2133,6932,1459,5624,12556,"[(2, 4), (3, 4)]",3,0,50,100
"(7, 7)",5,5,2134,6935,1460,5630,12565,"[(4, 3), (4, 4)]",9,1,50,100
"(7, 7)",5,5,2135,6938,1461,5633,12571,"[(4, 2), (5, 2)]",6,1,50,100
"(7, 7)",5,5,2136,6941,1461,5633,12574,"[(1, 5), (1, 6)]",3,0,50,100
"(7, 7)",5,5,2137,6944,1462,5636,12580,"[(1, 3), (2, 3)]",6,1,50,100
"(7, 7)",5,5,2138,6947,1462,5636,12583,"[(3, 3), (4, 3)]",3,0,50,100
"(7, 7)",5,5,2139,6951,1462,5636,12587,"[(0, 1), (1, 1)]",4,0,50,100
"(7, 7)",5,5,2140,6954,1462,5636,12590,"[(2, 6), (3, 6)]",3,0,50,100
"(7, 7)",5,5,2141,6957,1462,5636,12593,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,2142,6960,1463,5639,12599,"[(5, 1), (5, 2)]",6,1,50,100
"(7, 7)",5,5,2143,6965,1463,5639,12604,"[(0, 4), (1, 4)]",5,0,50,100
"(7, 7)",5,5,2144,6968,1463,5639,12607,"[(2, 2), (3, 2)]",3,0,50,100
"(7, 7)",5,5,2145,6971,1464,5645,12616,"[(5, 3), (5, 4)]",9,1,50,100
"(7, 7)",5,5,2146,6977,1464,5645,12622,"[(2, 2), (2, 3)]",6,0,50,100
"(7, 7)",5,5,2147,6980,1464,5645,12625,"[(3, 0), (3, 1)]",3,0,50,100
"(7, 7)",5,5,2148,6983,1464,5645,12628,"[(1, 5), (2, 5)]",3,0,50,100
"(7, 7)",5,5,2149,6989,1464,5645,12634,"[(6, 1), (6, 2)]",6,0,50,100
"(7, 7)",5,5,2150,6992,1466,5651,12643,"[(5, 1), (6, 1)]",9,2,50,100
"(7, 7)",5,5,2151,6995,1467,5654,12649,"[(0, 6), (1, 6)]",6,1,50,100
"(7, 7)",5,5,2152,6998,1469,5663,12661,"[(2, 1), (2, 2)]",12,2,50,100
"(7, 7)",5,5,2153,7001,1470,5666,12667,"[(4, 2), (5, 2)]",6,1,50,100
"(7, 7)",5,5,2154,7004,1471,5669,12673,"[(3, 3), (3, 4)]",6,1,50,100
"(7, 7)",5,5,2155,7007,1474,5689,12696,"[(2, 4), (3, 4)]",23,3,50,100
"(7, 7)",5,5,2156,7010,1478,5705,12715,"[(3, 2), (3, 3)]",19,4,50,100
"(7, 7)",5,5,2157,7013,1479,5711,12724,"[(2, 3), (3, 3)]",9,1,50,100
"(7, 7)",5,5,2158,7016,1480,5714,12730,"[(2, 5), (2, 6)]",6,1,50,100
"(7, 7)",5,5,2159,7019,1481,5720,12739,"[(3, 2), (4, 2)]",9,1,50,100
"(7, 7)",5,5,2160,7022,1481,5720,12742,"[(0, 6), (1, 6)]",3,0,50,100
"(7, 7)",5,5,2161,7025,1487,5739,12764,"[(2, 2), (2, 3)]",22,6,50,100
"(7, 7)",5,5,2162,7028,1488,5742,12770,"[(2, 6), (3, 6)]",6,1,50,100
"(7, 7)",5,5,2163,7031,1488,5742,12773,"[(0, 3), (1, 3)]",3,0,50,100
"(7, 7)",5,5,2164,7034,1488,5742,12776,"[(2, 0), (2, 1)]",3,0,50,100
"(7, 7)",5,5,2165,7040,1488,5742,12782,"[(1, 3), (2, 3)]",6,0,50,100
"(7, 7)",5,5,2166,7043,1488,5742,12785,"[(1, 0), (1, 1)]",3,0,50,100
"(7, 7)",5,5,2167,7046,1488,5742,12788,"[(1, 3), (2, 3)]",3,0,50,100
"(7, 7)",5,5,2168,7049,1488,5742,12791,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,2169,7053,1488,5742,12795,"[(2, 2), (2, 3)]",4,0,50,100
"(7, 7)",5,5,2170,7056,1488,5742,12798,"[(1, 2), (1, 3)]",3,0,50,100
"(7, 7)",5,5,2171,7059,1488,5742,12801,"[(0, 1), (1, 1)]",3,0,50,100
"(7, 7)",5,5,2172,7062,1490,5748,12810,"[(0, 5), (0, 6)]",9,2,50,100
"(7, 7)",5,5,2173,7065,1491,5751,12816,"[(3, 2), (3, 3)]",6,1,50,100
"(7, 7)",5,5,2174,7068,1493,5763,12831,"[(2, 1), (3, 1)]",15,2,50,100
"(7, 7)",5,5,2175,7071,1493,5763,12834,"[(2, 4), (2, 5)]",3,0,50,100
"(7, 7)",5,5,2176,7074,1494,5766,12840,"[(0, 1), (1, 1)]",6,1,50,100
"(7, 7)",5,5,2177,7077,1494,5766,12843,"[(1, 2), (1, 3)]",3,0,50,100
"(7, 7)",5,5,2178,7080,1494,5766,12846,"[(1, 2), (1, 3)]",3,0,50,100
"(7, 7)",5,5,2179,7083,1495,5769,12852,"[(1, 1), (2, 1)]",6,1,50,100
"(7, 7)",5,5,2180,7086,1495,5769,12855,"[(0, 5), (1, 5)]",3,0,50,100
"(7, 7)",5,5,2181,7089,1499,5788,12877,"[(4, 2), (4, 3)]",22,4,50,100
"(7, 7)",5,5,2182,7092,1499,5788,12880,"[(3, 4), (3, 5)]",3,0,50,100
"(7, 7)",5,5,2183,7095,1499,5788,12883,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,2184,7098,1503,5806,12904,"[(3, 3), (4, 3)]",21,4,50,100
"(7, 7)",5,5,2185,7101,1503,5806,12907,"[(1, 2), (1, 3)]",3,0,50,100
"(7, 7)",5,5,2186,7104,1504,5809,12913,"[(2, 5), (2, 6)]",6,1,50,100
"(7, 7)",5,5,2187,7107,1505,5812,12919,"[(1, 5), (1, 6)]",6,1,50,100
"(7, 7)",5,5,2188,7110,1505,5812,12922,"[(6, 0), (6, 1)]",3,0,50,100
"(7, 7)",5,5,2189,7115,1507,5821,12936,"[(3, 3), (3, 4)]",14,2,50,100
"(7, 7)",5,5,2190,7118,1511,5833,12951,"[(2, 6), (3, 6)]",15,4,50,100
"(7, 7)",5,5,2191,7121,1511,5833,12954,"[(2, 3), (3, 3)]",3,0,50,100
"(7, 7)",5,5,2192,7124,1511,5833,12957,"[(1, 2), (2, 2)]",3,0,50,100
"(7, 7)",5,5,2193,7127,1511,5833,12960,"[(2, 2), (2, 3)]",3,0,50,100
"(7, 7)",5,5,2194,7130,1512,5836,12966,"[(3, 1), (3, 2)]",6,1,50,100
"(7, 7)",5,5,2195,7133,1512,5836,12969,"[(0, 4), (1, 4)]",3,0,50,100
"(7, 7)",5,5,2196,7136,1512,5836,12972,"[(2, 6), (3, 6)]",3,0,50,100
"(7, 7)",5,5,2197,7139,1512,5836,12975,"[(3, 0), (4, 0)]",3,0,50,100
"(7, 7)",5,5,2198,7142,1514,5847,12989,"[(4, 3), (5, 3)]",14,2,50,100
