Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Avg No. of Shuffles/Deadlocks Occurred per game,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per game,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
bottom_agent,"(10, 10)",70,7,0,7,4471,8.995975855,89.42,1498,29.96,497,9.94,10678,21.48490946,46,0.92,10,150,3,0,0,0
top_agent,"(10, 10)",70,17,0,17,2874,5.748,57.48,1510,30.2,500,10,14120,28.24,70,1.4,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,17,0,17,2894,5.788,57.88,1519,30.38,500,10,11373,22.746,59,1.18,10,150,3,0,0,0
top_agent,"(10, 10)",70,7,0,7,3370,6.74,67.4,1505,30.1,500,10,12058,24.116,53,1.06,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,7,0,7,3277,6.554,65.54,1514,30.28,500,10,12396,24.792,60,1.2,10,150,3,0,0,0
top_agent,"(10, 10)",70,6,0,6,3037,6.074,60.74,1514,30.28,500,10,10364,20.728,44,0.88,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,6,0,6,3517,7.034,70.34,1506,30.12,500,10,11374,22.748,49,0.98,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,3067,6.134,61.34,1509,30.18,500,10,10863,21.726,52,1.04,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,2993,5.986,59.86,1503,30.06,500,10,12403,24.806,56,1.12,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2955,5.91,59.1,1503,30.06,500,10,8636,17.272,42,0.84,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2953,5.906,59.06,1512,30.24,500,10,11054,22.108,52,1.04,10,150,3,0,0,0
top_agent,"(10, 10)",70,4,0,4,2621,5.242,52.42,1502,30.04,500,10,11031,22.062,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,4,0,4,2553,5.106,51.06,1513,30.26,500,10,8473,16.946,42,0.84,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,3339,6.678,66.78,1510,30.2,500,10,11215,22.43,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,3277,6.554,65.54,1508,30.16,500,10,12420,24.84,52,1.04,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,2512,5.024,50.24,1503,30.06,500,10,10343,20.686,44,0.88,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,2169,4.338,43.38,1510,30.2,500,10,9325,18.65,45,0.9,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,3436,6.872,68.72,1507,30.14,500,10,9647,19.294,46,0.92,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,3275,6.55,65.5,1501,30.02,500,10,9498,18.996,45,0.9,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2705,5.41,54.1,1503,30.06,500,10,10681,21.362,48,0.96,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2707,5.414,54.14,1504,30.08,500,10,11726,23.452,50,1,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2505,5.01,50.1,1500,30,500,10,10011,20.022,46,0.92,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2699,5.398,53.98,1511,30.22,500,10,12066,24.132,53,1.06,10,150,3,0,0,0
top_agent,"(10, 10)",70,5,1,4,3108,6.216,62.16,1504,30.08,500,10,9998,19.996,38,0.76,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,5,1,4,3132,6.264,62.64,1528,30.56,500,10,11059,22.118,54,1.08,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2821,5.642,56.42,1504,30.08,500,10,13448,26.896,66,1.32,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2923,5.846,58.46,1507,30.14,500,10,9646,19.292,44,0.88,10,150,3,0,0,0
top_agent,"(10, 10)",70,3,0,3,2420,4.84,48.4,1505,30.1,500,10,11383,22.766,54,1.08,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,3,0,3,2322,4.644,46.44,1509,30.18,500,10,11075,22.15,45,0.9,10,150,3,0,0,0
top_agent,"(10, 10)",70,10,1,9,2783,5.566,55.66,1511,30.22,500,10,10179,20.358,43,0.86,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,10,1,9,2744,5.488,54.88,1511,30.22,500,10,10873,21.746,54,1.08,10,150,3,0,0,0
top_agent,"(10, 10)",70,10,0,10,2418,4.836,48.36,1500,30,500,10,11384,22.768,51,1.02,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,10,0,10,2789,5.578,55.78,1507,30.14,500,10,9840,19.68,41,0.82,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,2335,4.67,46.7,1524,30.48,500,10,10044,20.088,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,2500,5,50,1507,30.14,500,10,11227,22.454,55,1.1,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2518,5.036,50.36,1509,30.18,500,10,11214,22.428,51,1.02,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2308,4.616,46.16,1507,30.14,500,10,10334,20.668,47,0.94,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,3591,7.182,71.82,1507,30.14,500,10,10921,21.842,46,0.92,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,3474,6.948,69.48,1503,30.06,500,10,11686,23.372,54,1.08,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2806,5.612,56.12,1507,30.14,500,10,10319,20.638,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2561,5.122,51.22,1514,30.28,500,10,11758,23.516,54,1.08,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2923,5.846,58.46,1512,30.24,500,10,9373,18.746,40,0.8,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2505,5.01,50.1,1514,30.28,500,10,14675,29.35,69,1.38,10,150,3,0,0,0
top_agent,"(10, 10)",70,5,1,4,2241,4.482,44.82,1509,30.18,500,10,10354,20.708,49,0.98,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,5,1,4,2525,5.05,50.5,1518,30.36,500,10,14151,28.302,65,1.3,10,150,3,3,0.06,1
top_agent,"(10, 10)",70,0,0,0,3705,7.41,74.1,1509,30.18,500,10,11896,23.792,49,0.98,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,3633,7.266,72.66,1510,30.2,500,10,13944,27.888,68,1.36,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,1,1,3198,6.396,63.96,1510,30.2,500,10,11211,22.422,51,1.02,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,1,1,3417,6.834,68.34,1507,30.14,500,10,9845,19.69,40,0.8,10,150,3,0,0,0
top_agent,"(10, 10)",70,6,0,6,3404,6.808,68.08,1513,30.26,500,10,9469,18.938,45,0.9,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,6,0,6,3341,6.682,66.82,1506,30.12,500,10,11698,23.396,52,1.04,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,2854,5.708,57.08,1505,30.1,500,10,11366,22.732,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,2699,5.398,53.98,1507,30.14,500,10,10501,21.002,49,0.98,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2073,4.146,41.46,1509,30.18,500,10,11389,22.778,52,1.04,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2418,4.836,48.36,1509,30.18,500,10,12583,25.166,57,1.14,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2502,5.004,50.04,1504,30.08,500,10,10189,20.378,44,0.88,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2839,5.678,56.78,1510,30.2,500,10,12575,25.15,58,1.16,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,3770,7.54,75.4,1509,30.18,500,10,11204,22.408,48,0.96,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,4436,8.92555332,88.72,1491,29.82,497,9.94,8624,17.35211268,36,0.72,10,150,3,0,0,0
top_agent,"(10, 10)",70,4,0,4,2180,4.36,43.6,1518,30.36,500,10,12140,24.28,59,1.18,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,4,0,4,2360,4.72,47.2,1507,30.14,500,10,10690,21.38,48,0.96,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,3080,6.16,61.6,1511,30.22,500,10,10346,20.692,47,0.94,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,2931,5.862,58.62,1508,30.16,500,10,12241,24.482,57,1.14,10,150,3,3,0.06,1
top_agent,"(10, 10)",70,1,0,1,3168,6.336,63.36,1508,30.16,500,10,11560,23.12,53,1.06,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,3095,6.19,61.9,1507,30.14,500,10,12919,25.838,60,1.2,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,6084,12.168,121.68,1512,30.24,500,10,11870,23.74,54,1.08,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,5983,12.0625,119.66,1497,29.94,496,9.92,10130,20.4233871,52,1.04,10,150,3,0,0,0
top_agent,"(10, 10)",70,4,1,3,2877,5.754,57.54,1510,30.2,500,10,11749,23.498,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,4,1,3,3060,6.12,61.2,1503,30.06,500,10,9837,19.674,40,0.8,10,150,3,0,0,0
top_agent,"(10, 10)",70,14,1,13,2868,5.736,57.36,1504,30.08,500,10,9303,18.606,36,0.72,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,14,1,13,3169,6.338,63.38,1506,30.12,500,10,9483,18.966,41,0.82,10,150,3,0,0,0
top_agent,"(10, 10)",70,6,0,6,4456,8.912,89.12,1503,30.06,500,10,11862,23.724,54,1.08,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,6,0,6,4473,8.981927711,89.46,1496,29.92,498,9.96,12743,25.58835341,55,1.1,10,150,3,0,0,0
top_agent,"(10, 10)",70,3,1,2,3730,7.46,74.6,1513,30.26,500,10,11367,22.734,54,1.08,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,3,1,2,3217,6.434,64.34,1505,30.1,500,10,10517,21.034,48,0.96,10,150,3,0,0,0
top_agent,"(10, 10)",70,7,0,7,4894,9.788,97.88,1517,30.34,500,10,13921,27.842,66,1.32,10,150,3,13,0.26,4
bottom_agent,"(10, 10)",70,7,0,7,4593,9.186,91.86,1507,30.14,500,10,10163,20.326,45,0.9,10,150,3,3,0.06,1
top_agent,"(10, 10)",70,1,0,1,2995,5.99,59.9,1507,30.14,500,10,8974,17.948,39,0.78,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",70,1,0,1,2890,5.78,57.8,1513,30.26,500,10,10352,20.704,46,0.92,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2573,5.146,51.46,1508,30.16,500,10,9671,19.342,44,0.88,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2804,5.608,56.08,1506,30.12,500,10,11728,23.456,51,1.02,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2239,4.478,44.78,1512,30.24,500,10,11601,23.202,46,0.92,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2151,4.302,43.02,1514,30.28,500,10,10718,21.436,48,0.96,10,150,3,0,0,0
top_agent,"(10, 10)",70,3,0,3,2521,5.042,50.42,1506,30.12,500,10,8276,16.552,39,0.78,10,150,3,3,0.06,1
bottom_agent,"(10, 10)",70,3,0,3,2625,5.25,52.5,1506,30.12,500,10,14495,28.99,67,1.34,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,3806,7.627254509,76.12,1505,30.1,499,9.98,11859,23.76553106,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,3267,6.534,65.34,1504,30.08,500,10,9987,19.974,42,0.84,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2438,4.876,48.76,1503,30.06,500,10,11881,23.762,46,0.92,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2578,5.156,51.56,1509,30.18,500,10,10542,21.084,48,0.96,10,150,3,0,0,0
top_agent,"(10, 10)",70,14,1,13,3843,7.686,76.86,1503,30.06,500,10,12235,24.47,55,1.1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,14,1,13,4354,8.708,87.08,1505,30.1,500,10,9672,19.344,43,0.86,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2484,4.968,49.68,1518,30.36,500,10,10889,21.778,54,1.08,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2428,4.856,48.56,1508,30.16,500,10,10712,21.424,46,0.92,10,150,3,0,0,0
top_agent,"(10, 10)",70,10,0,10,3935,7.87,78.7,1504,30.08,500,10,10511,21.022,44,0.88,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,10,0,10,3590,7.18,71.8,1506,30.12,500,10,11026,22.052,49,0.98,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2591,5.182,51.82,1501,30.02,500,10,11364,22.728,53,1.06,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2633,5.266,52.66,1506,30.12,500,10,11022,22.044,51,1.02,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,4178,8.356,83.56,1511,30.22,500,10,10142,20.284,47,0.94,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,4421,8.842,88.42,1508,30.16,500,10,11715,23.43,46,0.92,10,150,3,0,0,0
top_agent,"(10, 10)",70,5,0,5,4655,9.31,93.1,1503,30.06,500,10,12745,25.49,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,5,0,5,4949,9.898,98.98,1501,30.02,500,10,10518,21.036,46,0.92,10,150,3,0,0,0
top_agent,"(10, 10)",70,5,0,5,2962,5.924,59.24,1501,30.02,500,10,14974,29.948,62,1.24,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,5,0,5,3015,6.03,60.3,1503,30.06,500,10,14279,28.558,57,1.14,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,4868,9.736,97.36,1504,30.08,500,10,9808,19.616,45,0.9,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,4452,8.904,89.04,1500,30,500,10,9987,19.974,45,0.9,10,150,3,0,0,0
top_agent,"(10, 10)",70,11,0,11,3665,7.33,73.3,1514,30.28,500,10,11006,22.012,49,0.98,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,11,0,11,3724,7.448,74.48,1506,30.12,500,10,12077,24.154,53,1.06,10,150,3,0,0,0
top_agent,"(10, 10)",70,8,0,8,3216,6.432,64.32,1500,30,500,10,9634,19.268,39,0.78,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,8,0,8,3201,6.402,64.02,1502,30.04,500,10,9823,19.646,38,0.76,10,150,3,0,0,0
top_agent,"(10, 10)",70,9,0,9,2915,5.83,58.3,1513,30.26,500,10,9486,18.972,41,0.82,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,9,0,9,2828,5.656,56.56,1505,30.1,500,10,11042,22.084,50,1,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,3734,7.468,74.68,1505,30.1,500,10,9791,19.582,45,0.9,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,3933,7.866,78.66,1506,30.12,500,10,12560,25.12,58,1.16,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,2687,5.374,53.74,1500,30,500,10,11375,22.75,49,0.98,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,2821,5.642,56.42,1505,30.1,500,10,12957,25.914,55,1.1,10,150,3,0,0,0
top_agent,"(10, 10)",70,3,0,3,2638,5.276,52.76,1511,30.22,500,10,11065,22.13,51,1.02,10,150,3,6,0.12,2
bottom_agent,"(10, 10)",70,3,0,3,3016,6.032,60.32,1517,30.34,500,10,10854,21.708,54,1.08,10,150,3,9,0.18,3
top_agent,"(10, 10)",70,3,0,3,1994,3.988,39.88,1505,30.1,500,10,11747,23.494,53,1.06,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,3,0,3,1959,3.918,39.18,1508,30.16,500,10,10909,21.818,48,0.96,10,150,3,0,0,0
top_agent,"(10, 10)",70,4,1,3,1882,3.764,37.64,1506,30.12,500,10,13269,26.538,62,1.24,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,4,1,3,1832,3.664,36.64,1519,30.38,500,10,11579,23.158,51,1.02,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2415,4.83,48.3,1506,30.12,500,10,8851,17.702,33,0.66,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2823,5.646,56.46,1500,30,500,10,10533,21.066,48,0.96,10,150,3,0,0,0
top_agent,"(10, 10)",70,28,1,27,3351,6.702,67.02,1504,30.08,500,10,8811,17.622,34,0.68,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,28,1,27,3251,6.502,65.02,1507,30.14,500,10,13280,26.56,49,0.98,10,150,3,0,0,0
top_agent,"(10, 10)",70,4,0,4,3903,7.806,78.06,1512,30.24,500,10,13940,27.88,58,1.16,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,4,0,4,3546,7.134808853,70.92,1494,29.88,497,9.94,11888,23.9195171,51,1.02,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2397,4.794,47.94,1513,30.26,500,10,9536,19.072,39,0.78,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2649,5.298,52.98,1514,30.28,500,10,12062,24.124,63,1.26,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,3938,7.876,78.76,1513,30.26,500,10,12577,25.154,58,1.16,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,4234,8.468,84.68,1504,30.08,500,10,13427,26.854,53,1.06,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,4794,9.607214429,95.88,1497,29.94,499,9.98,7757,15.54509018,34,0.68,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,4545,9.09,90.9,1507,30.14,500,10,11176,22.352,51,1.02,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2642,5.284,52.84,1506,30.12,500,10,12048,24.096,60,1.2,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2999,5.998,59.98,1508,30.16,500,10,10196,20.392,49,0.98,10,150,3,0,0,0
top_agent,"(10, 10)",70,3,0,3,2949,5.898,58.98,1507,30.14,500,10,11574,23.148,48,0.96,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,3,0,3,2888,5.776,57.76,1515,30.3,500,10,11400,22.8,50,1,10,150,3,0,0,0
top_agent,"(10, 10)",70,5,1,4,2691,5.382,53.82,1506,30.12,500,10,8648,17.296,36,0.72,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,5,1,4,2820,5.64,56.4,1503,30.06,500,10,10349,20.698,42,0.84,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2431,4.862,48.62,1507,30.14,500,10,11212,22.424,47,0.94,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2230,4.46,44.6,1510,30.2,500,10,9836,19.672,48,0.96,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,3755,7.51,75.1,1502,30.04,500,10,11028,22.056,47,0.94,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,3042,6.084,60.84,1513,30.26,500,10,11028,22.056,53,1.06,10,150,3,3,0.06,1
top_agent,"(10, 10)",70,3,0,3,2412,4.824,48.24,1506,30.12,500,10,12941,25.882,58,1.16,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,3,0,3,2666,5.332,53.32,1509,30.18,500,10,11221,22.442,50,1,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,4405,8.81,88.1,1506,30.12,500,10,9807,19.614,45,0.9,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,3914,7.828,78.28,1513,30.26,500,10,11023,22.046,51,1.02,10,150,3,0,0,0
top_agent,"(10, 10)",70,20,1,19,2344,4.688,46.88,1515,30.3,500,10,12428,24.856,55,1.1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,20,1,19,2314,4.628,46.28,1505,30.1,500,10,11042,22.084,48,0.96,10,150,3,0,0,0
top_agent,"(10, 10)",70,9,1,8,2221,4.442,44.42,1506,30.12,500,10,12087,24.174,52,1.04,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,9,1,8,1993,3.986,39.86,1511,30.22,500,10,12091,24.182,52,1.04,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,2462,4.924,49.24,1500,30,500,10,12260,24.52,55,1.1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,2583,5.166,51.66,1513,30.26,500,10,11385,22.77,53,1.06,10,150,3,3,0.06,1
top_agent,"(10, 10)",70,1,0,1,2190,4.38,43.8,1507,30.14,500,10,11056,22.112,43,0.86,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2271,4.542,45.42,1507,30.14,500,10,8457,16.914,40,0.8,10,150,3,0,0,0
top_agent,"(10, 10)",70,10,0,10,2841,5.682,56.82,1501,30.02,500,10,10346,20.692,42,0.84,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,10,0,10,2810,5.62,56.2,1500,30,500,10,9330,18.66,40,0.8,10,150,3,0,0,0
top_agent,"(10, 10)",70,18,0,18,2921,5.842,58.42,1512,30.24,500,10,11528,23.056,55,1.1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,18,0,18,2867,5.734,57.34,1509,30.18,500,10,12241,24.482,49,0.98,10,150,3,0,0,0
top_agent,"(10, 10)",70,4,1,3,3537,7.074,70.74,1511,30.22,500,10,12231,24.462,53,1.06,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,4,1,3,3542,7.084,70.84,1512,30.24,500,10,11014,22.028,51,1.02,10,150,3,0,0,0
top_agent,"(10, 10)",70,3,0,3,4024,8.048,80.48,1504,30.08,500,10,11387,22.774,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,3,0,3,3642,7.284,72.84,1511,30.22,500,10,7759,15.518,36,0.72,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,3961,7.922,79.22,1503,30.06,500,10,12745,25.49,57,1.14,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,3641,7.282,72.82,1509,30.18,500,10,11891,23.782,54,1.08,10,150,3,0,0,0
top_agent,"(10, 10)",70,23,1,22,3575,7.15,71.5,1509,30.18,500,10,11038,22.076,49,0.98,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,23,1,22,3526,7.052,70.52,1512,30.24,500,10,11364,22.728,52,1.04,10,150,3,0,0,0
top_agent,"(10, 10)",70,5,0,5,2876,5.752,57.52,1507,30.14,500,10,9505,19.01,44,0.88,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,5,0,5,3067,6.134,61.34,1503,30.06,500,10,9649,19.298,38,0.76,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,3592,7.184,71.84,1510,30.2,500,10,11735,23.47,51,1.02,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,3426,6.852,68.52,1500,30,500,10,12579,25.158,54,1.08,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,3207,6.414,64.14,1514,30.28,500,10,11202,22.404,63,1.26,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,2720,5.44,54.4,1503,30.06,500,10,10716,21.432,46,0.92,10,150,3,0,0,0
top_agent,"(10, 10)",70,5,0,5,2222,4.444,44.44,1510,30.2,500,10,12601,25.202,54,1.08,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,5,0,5,2456,4.912,49.12,1507,30.14,500,10,11558,23.116,51,1.02,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2444,4.888,48.88,1504,30.08,500,10,11234,22.468,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2571,5.142,51.42,1504,30.08,500,10,10511,21.022,45,0.9,10,150,3,0,0,0
top_agent,"(10, 10)",70,10,1,9,2624,5.248,52.48,1500,30,500,10,11380,22.76,50,1,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,10,1,9,2561,5.122,51.22,1506,30.12,500,10,10855,21.71,53,1.06,10,150,3,0,0,0
top_agent,"(10, 10)",70,7,0,7,3324,6.648,66.48,1506,30.12,500,10,13770,27.54,61,1.22,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,7,0,7,3277,6.554,65.54,1512,30.24,500,10,12928,25.856,55,1.1,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2565,5.13,51.3,1510,30.2,500,10,10713,21.426,48,0.96,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,1,0,1,2733,5.466,54.66,1512,30.24,500,10,11903,23.806,58,1.16,10,150,3,0,0,0
top_agent,"(10, 10)",70,7,0,7,3640,7.28,72.8,1515,30.3,500,10,11542,23.084,50,1,10,150,3,9,0.18,3
bottom_agent,"(10, 10)",70,7,0,7,3760,7.52,75.2,1510,30.2,500,10,9488,18.976,42,0.84,10,150,3,3,0.06,1
top_agent,"(10, 10)",70,5,0,5,3280,6.56,65.6,1504,30.08,500,10,12733,25.466,56,1.12,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,5,0,5,3127,6.254,62.54,1504,30.08,500,10,14304,28.608,63,1.26,10,150,3,0,0,0
top_agent,"(10, 10)",70,2,0,2,2757,5.514,55.14,1504,30.08,500,10,12089,24.178,54,1.08,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,2,0,2,2492,4.984,49.84,1524,30.48,500,10,12093,24.186,56,1.12,10,150,3,0,0,0
top_agent,"(10, 10)",70,5,0,5,2735,5.47,54.7,1505,30.1,500,10,10720,21.44,35,0.7,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,5,0,5,2658,5.316,53.16,1505,30.1,500,10,8991,17.982,39,0.78,10,150,3,0,0,0
top_agent,"(10, 10)",70,13,0,13,3535,7.07,70.7,1510,30.2,500,10,11011,22.022,49,0.98,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,13,0,13,2782,5.564,55.64,1501,30.02,500,10,10342,20.684,45,0.9,10,150,3,0,0,0
top_agent,"(10, 10)",70,3,0,3,3055,6.11,61.1,1507,30.14,500,10,11391,22.782,49,0.98,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,3,0,3,2530,5.06,50.6,1516,30.32,500,10,8313,16.626,35,0.7,10,150,3,0,0,0
top_agent,"(10, 10)",70,0,0,0,4522,9.044,90.44,1501,30.02,500,10,8619,17.238,37,0.74,10,150,3,0,0,0
bottom_agent,"(10, 10)",70,0,0,0,4626,9.252,92.52,1503,30.06,500,10,9785,19.57,41,0.82,10,150,3,0,0,0
top_agent,"(10, 10)",70,1,0,1,2384,4.768,47.68,1513,30.26,500,10,13476,26.952,65,1.3,10,150,3,0,0,0
